ministerial_number,school_name,city,region,category,average,gender,exam_type,curriculum_track
96683,ثانوية العبير الأهلية,الرياض,Riyadh,تعليم عام بنات,64.03,female,achievement,scientific
46843,مدارس الحديثة الأهلية للبنات - ثانوي,ينبع,Madina,تعليم عام بنات,63.97,female,achievement,scientific
63503,ثانوية شركة مدارس خميس مشيط الاهلية,خميس مشيط,Asser,تعليم عام بنات,63.85,female,achievement,scientific
31429,ثانوية واحة الفكر الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,63.68,female,achievement,scientific
18572,ثانوية الدوادمي الاهلية,الدوادمي,Riyadh,تعليم عام بنات,63.66,female,achievement,scientific
96032,ثانوية وسائل الشروق الأهلية,الرياض,Riyadh,تعليم عام بنات,63.65,female,achievement,scientific
63501,ثانوية مناهل الجامعة للبنات بخميس مشيط,خميس مشيط - النخيل,Asser,تعليم عام بنات,63.6,female,achievement,scientific
35144,ثانوية فتاة المستقبل,جدة,Makkah,تعليم عام بنات,63.41,female,achievement,scientific
35457,ثانوية رائدات المستقبل,جدة,Makkah,تعليم عام بنات,63.1,female,achievement,scientific
97472,ثانوية رحاب المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنات,63.04,female,achievement,scientific
60810,ثانوية المحافظة الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,62.91,female,achievement,scientific
120987,ثانوية منارات المجمعة,المجمعة,Riyadh,تعليم عام بنات,62.82,female,achievement,scientific
35343,ثانوية الكوثر النموذجية,جدة,Makkah,تعليم عام بنات,62.82,female,achievement,scientific
83783,ثانوية بنات الغد الأهلية بعرعر-بنات,عرعر,Northern borders,تعليم عام بنات,62.73,female,achievement,scientific
49084,ثانوية الريادة الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,62.55,female,achievement,scientific
63500,ثانوية شركة  المناهل الأهلية بأبها,أبها,Asser,تعليم عام بنات,62.43,female,achievement,scientific
49001,ثانوية طلائع القصيم الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,62.37,female,achievement,scientific
22452,ثانوية الوسام الأهلية,القويعية,Riyadh,تعليم عام بنات,62.33,female,achievement,scientific
31547,ثانوية صروح العلم والتربية الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,62.29,female,achievement,scientific
77933,ثانوية الشمال النموذجية بتبوك,تبوك,Tabuk,تعليم عام بنات,61.99,female,achievement,scientific
46741,مدارس رائدات الشرق الأهلية ثانوي,ينبع,Madina,تعليم عام بنات,61.98,female,achievement,scientific
28389,ثانوية مواهب المملكة الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,61.98,female,achievement,scientific
186879,ثانوية بيت القيم الاهلية بالقريات,القريات,Gouf,تعليم عام بنات,61.85,female,achievement,scientific
31233,ثانوية شركة مدارس الطائف الأهلية النموذجية المحدودة,الطائف,Makkah,تعليم عام بنات,61.85,female,achievement,scientific
96240,ثانوية الزيادي الأهلية,الرياض,Riyadh,تعليم عام بنات,61.78,female,achievement,scientific
46776,مدارس منارات ينبع الأهلية - ثانوي,ينبع,Madina,تعليم عام بنات,61.72,female,achievement,scientific
60762,ثانوية  تربية الأجيال الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,61.62,female,achievement,scientific
118004,ثانوية نهج التميز الأهلية,ساجر,Riyadh,تعليم عام بنات,61.6,female,achievement,scientific
77930,ثانوية دار الحنان النموذجية بتبوك,تبوك,Tabuk,تعليم عام بنات,61.56,female,achievement,scientific
97406,ثانوية الأثير الأهلية,الرياض,Riyadh,تعليم عام بنات,61.47,female,achievement,scientific
48993,ثانوية المجد الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,61.29,female,achievement,scientific
97070,ثانوية أضواء الرياض الأهلية,الرياض,Riyadh,تعليم عام بنات,61.23,female,achievement,scientific
197237,ثانوية مداد البيان الأهلية,الرياض,Riyadh,تعليم عام بنات,61.12,female,achievement,scientific
980651,ثانوية مسار العلوم و المعرفة الأهلية,المزاحمية,Riyadh,تعليم عام بنات,61.06,female,achievement,scientific
78165,ثانوية قطوف الايمان بتيماء,تيماء,Tabuk,تعليم عام بنات,61.04,female,achievement,scientific
128857,ثانوية الطموح الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,60.77,female,achievement,scientific
48919,ثانوية رياض القصيم الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,60.72,female,achievement,scientific
60845,ثانوية منار السبيل الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,60.56,female,achievement,scientific
28321,ثانوية الفضل الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,60.52,female,achievement,scientific
25509,ثانوية اقرأ الأهلية,شقراء,Riyadh,تعليم عام بنات,60.49,female,achievement,scientific
18563,ثانوية انجال التربية الأهلية,الدوادمي,Riyadh,تعليم عام بنات,60.42,female,achievement,scientific
49042,ثانوية فجر القصيم الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,60.3,female,achievement,scientific
48963,ثانوية البيان الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,59.9,female,achievement,scientific
75068,ثانوية التربية  الإسلامية بحائل,حائل,Hail,تعليم عام بنات,59.78,female,achievement,scientific
48982,ثانوية مناهل الإيمان الاهلية ببريدة,بريدة,Qassim,تعليم عام بنات,59.19,female,achievement,scientific
60844,ثانوية نور التوحيد الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,59.13,female,achievement,scientific
85215,ثانوية الرحمانية الأهلية,سكاكا,Gouf,تعليم عام بنات,59.11,female,achievement,scientific
89486,ثانوية جوهره الفكر الأهلية,جازان,Jazan,تعليم عام بنات,58.5,female,achievement,scientific
22369,ثانوية اجيال المعرفة الاهلية بنات,القويعية,Riyadh,تعليم عام بنات,58.16,female,achievement,scientific
86699,ثانوية القريات الاهلية,القريات,Gouf,تعليم عام بنات,58.1,female,achievement,scientific
97235,ثانوية منارات المزاحمية الأهلية,المزاحمية,Riyadh,تعليم عام بنات,58.08,female,achievement,scientific
185634,ثانوية وارفة العلم الأهلية,سكاكا,Gouf,تعليم عام بنات,58.02,female,achievement,scientific
188528,ثانوية زهرات المستقبل الأهلية,جازان,Jazan,تعليم عام بنات,57.8,female,achievement,scientific
51311,ثانوية درة الملبي الأهلية,الرس,Qassim,تعليم عام بنات,57.79,female,achievement,scientific
85392,ثانوية التجديد الاهليه,سكاكا,Gouf,تعليم عام بنات,57.44,female,achievement,scientific
95964,ثانوية الأركان الأهلية,الرياض,Riyadh,تعليم عام بنات,57.43,female,achievement,scientific
89463,ثانوية  مدارس جازان الأهلية للبنات,جازان,Jazan,تعليم عام بنات,57.3,female,achievement,scientific
89503,ثانوية مناهل الجامعة الأهلية,جازان,Jazan,تعليم عام بنات,57.3,female,achievement,scientific
60817,ثانوية الأكاديمية العصرية الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,57.02,female,achievement,scientific
18567,ثانوية أجيال الدوادمي الأهلية,الدوادمي,Riyadh,تعليم عام بنات,56.91,female,achievement,scientific
23761,ثانوية الصفوة النموذجية الأهلية,عفيف,Riyadh,تعليم عام بنات,56.38,female,achievement,scientific
60831,ثانوية رواد النجاح الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,56.14,female,achievement,scientific
60738,ثانوية الواحة الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,55.87,female,achievement,scientific
185009,ثانوية منهاج الرسالة الأهلية,سكاكا,Gouf,تعليم عام بنات,55.81,female,achievement,scientific
48918,ثانوية أنجال القصيم الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,55.44,female,achievement,scientific
85337,ثانوية فتيات الأوائل الأهلية بدومة الجندل,دومة الجندل,Gouf,تعليم عام بنات,55.36,female,achievement,scientific
83801,ثانوية أنجال رفحاء الأهلية-بنات,رفحاء,Northern borders,تعليم عام بنات,55.32,female,achievement,scientific
83874,ثانوية شموس رفحاء برفحاء,رفحاء,Northern borders,تعليم عام بنات,55.11,female,achievement,scientific
60814,ثانوية المجد الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,54.94,female,achievement,scientific
