General Rank,Ministerial Number,School Name,City,Region,School Type,Category,Average
302,63500,ثانوية شركة  المناهل الأهلية بأبها,أبها,Asser,Domestic,تعليم عام بنات,73.99
304,116503,ثانوية الجامعة  الاهلية مقررات,الخرج,Riyadh,Domestic,مقررات,73.96
305,35054,ثانوية  منارات رابغ نظام مقررات الأهلية,رابغ,Makkah,Domestic,مقررات,73.95
308,966495,ثانوية العليا الأهلية - مقررات,الرياض,Riyadh,Domestic,مقررات,73.93
307,35065,ثانوية روضة السليمانيه,جدة,Makkah,Domestic,تعليم عام بنات,73.93
311,96652,ثانوية  المجد الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,73.88
318,96993,ثانوية النبلاء الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,73.79
321,42355,مدارس أنوار الفيحاء الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنات,73.73
322,78119,ثانوية طلائع الغد الاهلية بتبوك- نظام المقررات,تبوك,Tabuk,Domestic,مقررات,73.71
323,195046,ثانوية المتقدمة الأهلية - مقررات - العقيق,الرياض,Riyadh,Domestic,مقررات,73.7
328,96674,ثانوية الحصاد الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,73.68
332,966815,ثانوية التربية النموذجية الأهلية (الروابي) - مقررات,الرياض,Riyadh,Domestic,مقررات,73.62
334,75067,الثانوية النموذجية بحائل,حائل,Hail,Domestic,تعليم عام بنات,73.61
339,56261,ثانوية مدارس رواد الخليج الأهلية للبنات,الدمام,AlSharquia,Domestic,تعليم عام بنات,73.57
345,35060,ثانوية دوحة الجزيرة بجدة نظام مقررات,جدة,Makkah,Domestic,مقررات,73.52
351,282585,ثانوية المعرفة الأهلية  (نظام المقررات),مكة المكرمة,Makkah,Domestic,مقررات,73.47
363,96677,ثانوية التقوى الإسلامية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,73.41
365,97171,ثانوية السعودية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,73.4
367,96862,ثانوية الفلاح الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,73.39
370,35074,ثانوية الألفية الجديدة,جدة,Makkah,Domestic,تعليم عام بنات,73.36
377,35044,ثانوية دار الهدى الحديثة بجدة نظام مقررات,جدة,Makkah,Domestic,مقررات,73.25
384,31237,ثانوية تربية الأبناء الأهلية بالطائف,الطائف,Makkah,Domestic,تعليم عام بنات,73.14
390,95074,ثانوية أسراري الأهلية - مقررات,الرياض,Riyadh,Domestic,مقررات,73.07
391,966725,ثانوية الأمجاد الأهلية - مقررات,الرياض,Riyadh,Domestic,مقررات,73.05
399,35076,ثانوية حطين,جدة,Makkah,Domestic,تعليم عام بنات,72.97
403,966735,ثانوية دار العلوم الأهلية - مقررات,الرياض,Riyadh,Domestic,مقررات,72.94
414,96826,ثانوية النخبة الأهلية - الخليج (مغلقة),الرياض,Riyadh,Domestic,تعليم عام بنات,72.84
419,35069,ثانوية دار الفرح,جدة,Makkah,Domestic,تعليم عام بنات,72.77
420,96748,ثانوية المعالي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,72.76
422,96655,ثانوية الوسطى الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,72.75
432,197520,ثانوية المدينة الأكاديمية الاهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,72.71
436,42250,مدارس دار الأمان الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنات,72.7
439,42252,مدارس الأبرار الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنات,72.66
441,35070,ثانوية جزيرة العلوم بجدة نظام مقررات,جدة,Makkah,Domestic,مقررات,72.66
444,195047,ثانوية نيار الأهلية - المقررات,الرياض,Riyadh,Domestic,مقررات,72.64
448,31333,ثانوية السمو الأهلية بالطائف,الطائف,Makkah,Domestic,تعليم عام بنات,72.63
456,96666,ثانوية الزهراء الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,72.58
462,42248,مدارس دار الهجرة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنات,72.54
463,35046,ثانوية الفردوس النموذجية بجدة نظام مقررات,جدة,Makkah,Domestic,مقررات,72.54
467,35072,ثانوية صرح منارة المستقبل الأهلية,جدة,Makkah,Domestic,تعليم عام بنات,72.52
468,31233,ثانوية شركة مدارس الطائف الأهلية النموذجية المحدودة,الطائف,Makkah,Domestic,تعليم عام بنات,72.52
469,49492,ثانوية أنجال المستقبل الأهلية,المذنب,Qassim,Domestic,تعليم عام بنات,72.51
475,96634,ثانوية السمو الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,72.42
476,163658,ثانوية الذكر النموذجية الاهلية,خميس مشيط,Asser,Domestic,تعليم عام بنات,72.42
499,16772,ثانوية النخبة الأهلية بالخرج,الخرج,Riyadh,Domestic,تعليم عام بنات,72.19
501,96969,ثانوية الإحسان الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,72.17
507,49823,ثانوية أنجال المستقبل الأهلية بالبكيرية,البكيرية,Qassim,Domestic,تعليم عام بنات,72.12
511,31238,ثانوية الشافي الأهلية بالطائف,الطائف,Makkah,Domestic,تعليم عام بنات,72.09
512,196522,ثانويه الابتكاريه 1 ( نظام المقررات ),الرياض,Riyadh,Domestic,مقررات,72.09
518,96629,ثانوية اليمامة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,72.03
526,95994,ثانوية طيبة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.93
532,42356,مدارس درر المدينة الأهلية- المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنات,71.87
537,51270,ثانوية الغصون,الرس,Qassim,Domestic,تعليم عام بنات,71.83
538,197204,ثانوية أمجاد قرطبة ( مقررات ),الرياض,Riyadh,Domestic,مقررات,71.81
540,97128,ثانوية التعاون النموذجية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.8
543,31429,ثانوية واحة الفكر الأهلية بالطائف,الطائف,Makkah,Domestic,تعليم عام بنات,71.79
554,35077,ثانوية الحمراء بجدة نظام مقررات,جدة,Makkah,Domestic,مقررات,71.72
555,96747,ثانوية القلم الاهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.71
560,96660,ثانوية الرايه الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.67
561,96650,ثانوية عهد النموذجية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.67
564,96940,ثانوية الوسط الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.66
570,35063,ثانوية روضة جدة النموذجية,جدة,Makkah,Domestic,تعليم عام بنات,71.56
591,95521,ثانوية القبس الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.42
593,96643,ثانوية الجيل الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.41
594,85215,ثانوية الرحمانية الأهلية,سكاكا,Gouf,Domestic,تعليم عام بنات,71.41
607,966255,ثانوية دار السلام الأهلية - مقررات,الرياض,Riyadh,Domestic,مقررات,71.29
609,97177,ثانوية علوم الرياض الأهلية - فرع الصحافة,الرياض,Riyadh,Domestic,تعليم عام بنات,71.26
610,56149,ثانوية مدارس شمس الجزيرة الأهلية للبنات  بالدمام,الدمام,AlSharquia,Domestic,تعليم عام بنات,71.26
616,35081,ثانوية الخنساء,جدة,Makkah,Domestic,تعليم عام بنات,71.22
617,195020,ثانوية الصداره الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنات,71.22
619,77953,ثانوية العصرالنموذجية الأهلية بتبوك,تبوك,Tabuk,Domestic,تعليم عام بنات,71.21
620,35043,ثانوية عالم الصغار بجدة نظام مقررات,جدة,Makkah,Domestic,مقررات,71.18
632,35071,ثانوية الصرح النمودجية للبنات,جدة,Makkah,Domestic,تعليم عام بنات,71.13
633,31234,ثانوية الجيل الأهلية النموذجية بالطائف,الفيصلية,Makkah,Domestic,تعليم عام بنات,71.12
641,97270,ثانوية  المتقدمة الأهلية - الشهداء -,الرياض,Riyadh,Domestic,تعليم عام بنات,71.07
644,55923,ثانوية مجموعة مدارس الملك عبد العزيز الأهلية للبنات,الخبر,AlSharquia,Domestic,تعليم عام بنات,71.05
655,35143,ثانوية الطفل المثالي,جدة,Makkah,Domestic,تعليم عام بنات,70.96
662,283215,ثانوية الفضل الاهلية (نظام المقررات),مكة المكرمة,Makkah,Domestic,مقررات,70.92
673,63502,ثانوية شركة مدارس الرواد الاهلية للبنات,خميس مشيط,Asser,Domestic,تعليم عام بنات,70.82
676,63497,ثانوية شركة الأندلس الخضراء للخدمات التعليمية والتربوية بابها,أبها,Asser,Domestic,تعليم عام بنات,70.8
677,28441,ثانوية العلم النافع الأهلية بمكة المكرمة,مكة المكرمة,Makkah,Domestic,تعليم عام بنات,70.78
678,42269,مدارس مناهل طيبة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنات,70.78
679,35182,ثانوية معرفة العبير,جدة,Makkah,Domestic,تعليم عام بنات,70.77
