General Rank,Ministerial Number,School Name,City,Region,School Type,Category,Average
74,53843,ثانوية العزيزية الاهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,76.92
79,11202,ثانوية رياض الصالحين الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,76.86
80,61541,ثانوية الرواد,خميس مشيط,Asser,Domestic,تعليم عام بنين,76.79
82,154232,ثانوية نور الإسلام الأهلية بالدمام ـ مقررات,الدمام,AlSharquia,Domestic,مقررات,76.78
84,47734,ثانوية طلائع القصيم الأهلية,بريدة,Qassim,Domestic,تعليم عام بنين,76.74
85,57517,ثانوية دور العلوم الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,76.6
86,11212,ثانوية العربية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,76.58
87,532845,النصر الثانوية (نظام المقررات) الاهلية,جدة,Makkah,Domestic,مقررات,76.56
89,133853,منارة جدة الثانويه الاهلية,جدة,Makkah,Domestic,مقررات,76.48
90,532882,الاقصى الأهلية (نظام المقررات),جدة,Makkah,Domestic,مقررات,76.36
91,26742,ثانوية عبدالرحمن فقيه,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,76.25
95,116005,ثانوية الجامعة الأهلية مقررات,الخرج,Riyadh,Domestic,مقررات,76.18
97,33176,دار الرواد الثانوية الاهلية,جدة,Makkah,Domestic,مقررات,76.06
99,110045,ثانوية نيار الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,75.94
100,32993,التعاون الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,75.91
101,110016,ثانوية دار العلوم الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,75.88
102,11177,ثانوية التربية النموذجية الأهلية,الرياض,Riyadh,Domestic,مقررات,75.71
105,54045,ثانوية التربية الأهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,75.62
106,32830,الاندلس الثانوية الأهلية,جدة,Makkah,Domestic,مقررات,75.6
110,32832,جيل الفيصل الثانوية (فرع السبعين) الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,75.54
112,111909,ثانوية أطياب الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,75.46
113,61846,ثانوية صدى الإبداع,خميس مشيط,Asser,Domestic,تعليم عام بنين,75.38
115,11494,ثانوية الرواد الأهلية - المنصورة,الرياض,Riyadh,Domestic,تعليم عام بنين,75.33
116,32921,الرحاب الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,75.28
117,40776,مدارس دار التربية الإسلامية الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,75.27
118,11189,ثانوية التضامن الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,75.23
121,110020,ثانوية المتقدمة الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,75.18
127,11474,ثانوية العليا الأهلية,الرياض,Riyadh,Domestic,مقررات,74.96
130,47543,ثانوية منارات القصيم,بريدة,Qassim,Domestic,تعليم عام بنين,74.8
132,33029,الاخاء الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,74.78
134,54224,ثانوية محمد الفاتح الاهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,74.71
135,33195,قرطبة الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,74.71
136,61540,ثانوية الأندلس الأهلية بالخميس,خميس مشيط,Asser,Domestic,تعليم عام بنين,74.7
140,11184,ثانوية الرواد الأهلية - الروابي,الرياض,Riyadh,Domestic,تعليم عام بنين,74.61
141,539385,ثانوية السعد الاهلية - مقررات,الخبر,AlSharquia,Domestic,مقررات,74.57
142,12270,ثانوية السعودية الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,74.55
147,61538,ثانوية المناهل الأهلية بأبها,أبها,Asser,Domestic,تعليم عام بنين,74.44
148,54163,ثانوية الاعتصام الأهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,74.44
151,11213,ثانوية الإحسان الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,74.4
153,26513,ثانوية شعاع المعرفة الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,74.34
156,53969,ثانوية رياض الإسلام الأهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,74.06
158,33212,المنارات الثانوية ( برابغ ) الاهلية,رابغ,Makkah,Domestic,مقررات,74
161,33066,ثغر جدة الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,73.98
166,32824,المعهد العربي السعودي الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,73.77
168,11187,ثانوية المستقبل النموذجية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,73.69
172,32835,الامجاد الثانية الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,73.58
173,54159,ثانوية الضاحية الاهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,73.58
174,54114,ثانوية الهداية الأهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,73.56
176,112780,ثانوية الصدارة الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,73.52
178,54140,ثانوية اجيال الاقصى الاهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,73.44
180,32876,دار التربية الحديثة الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,73.42
183,11194,ثانوية المجد الأهلية - العريجاء,الرياض,Riyadh,Domestic,تعليم عام بنين,73.37
188,11218,ثانوية الفلاح الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,73.28
189,32842,دار المعرفة الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,73.28
194,54405,ثانوية السلام الاهلية بالخبر,الخبر,AlSharquia,Domestic,تعليم عام بنين,73.16
195,160233,المحافظة الاهلية الثانوية ( مقررات),حفر الباطن,AlSharquia,Domestic,مقررات,73.15
200,53939,ثانوية القطيف الاهلية,القطيف,AlSharquia,Domestic,تعليم عام بنين,73.09
206,26502,ثانوية البشرى بالعوالي الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,73.01
217,11188,ثانوية التربية السعودية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,72.76
241,11209,ثانوية الأمجاد الأهلية ـ نظام المقررات,الرياض,Riyadh,Domestic,مقررات,72.32
244,57557,مدارس أكاديمية الكفاح الأهلية للتعليم – الثانوية (بنين),الأحساء,AlSharquia,Domestic,تعليم عام بنين,72.24
256,10002,مدارس أكاديمية الكفاح الأهلية للتعليم – الثانوية نظام المقررات (بنين),الأحساء,AlSharquia,Domestic,مقررات,72.02
258,54297,ثانوية شمس الجزيرة الاهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,71.99
259,61537,ثانوية الأندلس الأهلية بأبها,أبها,Asser,Domestic,تعليم عام بنين,71.99
260,11238,ثانوية النبلاء الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,71.98
263,32875,المجد الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,71.94
270,133406,الأمجاد الثانويه الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,71.87
271,16340,ثانوية الجامعة الأهلية,الخرج,Riyadh,Domestic,تعليم عام بنين,71.86
272,11201,ثانوية السعودية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,71.84
282,30059,صفوة الطليعة الاهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,71.75
286,11197,ثانوية المواهب الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,71.59
289,21409,ثانوية الوسام الأهلية,القويعية,Riyadh,Domestic,تعليم عام بنين,71.57
291,11208,ثانوية الإمام الشافعي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,71.55
298,110042,ثانوية الابتكارية الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,71.48
301,32977,دار الثقافة الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,71.44
302,12084,ثانوية الجودة الأهلية ـ نظام المقررات,الرياض,Riyadh,Domestic,مقررات,71.44
305,54306,ثانوية النخبة العلمية الاهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,71.42
309,112710,ثانوية أمجاد قرطبة الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,71.32
310,265051,ثانوية الأندلس مقررات الأهلية,مكة المكرمة,Makkah,Domestic,مقررات,71.32
314,111895,ثانوية المدينة الأكاديمية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,71.24
316,11198,ثانوية دار السلام الأهلية,الرياض,Riyadh,Domestic,مقررات,71.23
322,11210,ثانوية البيان الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,71.18
324,11186,ثانوية شبه الجزيرة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,71.14
326,11203,ثانوية النخبة الأهلية - المصيف,الرياض,Riyadh,Domestic,تعليم عام بنين,71.04
333,153065,ثانوية الفلاح الأهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,70.97
337,26503,ثانوية ابن الصلاح الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,70.84
355,11414,ثانوية المملكة الأهلية,الرياض,Riyadh,Domestic,مقررات,70.54
356,11219,ثانوية جرير الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,70.54
358,57692,ثانوية جواثا الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,70.51
370,32995,النظامية الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,70.34
377,26548,ثانوية الفضل الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,70.26
384,76669,عثمان بن عفان الأهلية الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,70.21
387,40597,مدارس الريان الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,70.17
388,73934,ثانوية الفضيلة الأهلية,حائل,Hail,Domestic,تعليم عام بنين,70.12
390,113692,ثانوية معالم التربية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,70.1
391,73608,ثانوية النموذجية الأهلية,حائل,Hail,Domestic,تعليم عام بنين,70.09
398,29770,تربية الأبناء الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,69.99
425,12228,ثانوية التميز التربوي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.67
427,110793,ثانوية الابتكارية الأهلية -أشبيليا,الرياض,Riyadh,Domestic,تعليم عام بنين,69.64
428,11377,ثانوية الحجاز الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.64
444,11539,ثانوية الوسط الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.43
446,111889,ثانوية شروق المعرفة النموذجية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.42
453,32879,جيل الفيصل الثانوية ( فرع الجامعة ) الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,69.33
457,11704,ثانوية الفكر الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.25
464,29771,الشافي الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,69.17
465,32843,الرضوان الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,69.17
466,11563,ثانوية السمو الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.17
470,60309,المحافظه الأهلية الثانوية,حفر الباطن,AlSharquia,Domestic,تعليم عام بنين,69.12
471,11540,ثانوية آفاق المنصورة الأهلية,الرياض,Riyadh,Domestic,,69.11
474,11180,ثانوية الأقصى الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.09
477,12080,ثانوية المتقدمة الأهلية - الشهداء,الرياض,Riyadh,Domestic,تعليم عام بنين,69.07
481,11714,ثانوية القبس الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,69.01
487,32846,أهلية البيان الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,68.92
490,157385,ثانوية الأحساء النموذجية الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,68.89
493,60351,منار السبيل الأهلية الثانوية,حفر الباطن,AlSharquia,Domestic,تعليم عام بنين,68.89
500,11416,ثانوية الفتح الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,68.84
511,12087,ثانوية رواد التربية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,68.68
513,32837,المنهل الثقافي الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,68.64
515,32839,الأنجال الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,68.61
518,76621,رياض الصالحين الأهلية الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,68.59
519,11214,ثانوية عهد الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,68.59
531,40870,مدارس القلعة الحجازية الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,68.5
533,187053,ثانوية منارات المجد الأهلية,جازان,Jazan,Domestic,تعليم عام بنين,68.5
545,84257,الرحمانية الأهلية - الثانوية,سكاكا,Gouf,Domestic,تعليم عام بنين,68.36
548,162211,مدارس الذكر النموذجية الاهلية الثانوية,خميس مشيط,Asser,Domestic,تعليم عام بنين,68.34
552,11389,ثانوية علوم الرياض الأهلية - الصحافة,الرياض,Riyadh,Domestic,تعليم عام بنين,68.28
553,176054,مدارس منارة العصر الأهلية للمرحلة الثانوية,تبوك,Tabuk,Domestic,مقررات,68.26
561,32922,انجال الصفوة الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,68.19
563,113851,ثانوية المطورون الأهلية,-,Riyadh,Domestic,تعليم عام بنين,68.15
564,11594,ثانوية رياض التربية الحديثة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,68.09
577,84352,العمرية الأهلية - الثانوية,سكاكا,Gouf,Domestic,تعليم عام بنين,67.95
585,152206,ثانوية عنيزة الأهلية - نظام المقررات - بنين,عنيزة,Qassim,Domestic,مقررات,67.89
586,40774,مدارس الأوس الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,67.89
589,53842,ثانوية الخبر النموذجية الاهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,67.85
590,61539,ثانوية ابها الأهلية,أبها,Asser,Domestic,تعليم عام بنين,67.85
591,164030,نون التربية الثانوية الأهلية,بيشة,Asser,Domestic,مقررات,67.84
596,161045,مدارس التميز الابداعي الثانوية,خميس مشيط,Asser,Domestic,تعليم عام بنين,67.83
598,32828,أنجال العقيق الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,67.82
600,57728,ثانوية رؤية المستقبل الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,67.79
603,110554,ثانوية آفاق السويدي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,67.78
604,11217,ثانوية الشمس الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,67.78
605,53846,ثانوية الشرق الاهلية,الخفجي,AlSharquia,Domestic,تعليم عام بنين,67.75
607,26755,ثانوية العلم النافع الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,67.75
610,26618,ثانوية الإبداع الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,67.74
614,29941,الخليل بن أحمد الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,67.72
618,61845,ثانوية رواد أبها,أبها,Asser,Domestic,تعليم عام بنين,67.7
630,32851,الضياء الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,67.56
632,76519,تبوك النموذجية الاهلية  الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,67.54
638,11471,ثانوية آفاق العزيزية الأهلية,الرياض,Riyadh,Domestic,,67.5
640,11190,ثانوية الجيل الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,67.49
644,61721,ثانوية رياض الخميس الأهلية,خميس مشيط,Asser,Domestic,تعليم عام بنين,67.47
646,32849,الحجاز الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,67.45
647,33043,الشروق الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,67.43
654,76771,مدارس منارات تبوك الأهلية للمرحلة الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,67.34
655,54194,ثانوية ربوة الشرقية الأهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,67.34
658,54172,ثانوية بشائر الجزيرة الاهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,67.28
661,11294,ثانوية الرشد الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,67.23
662,11216,ثانوية آفاق البديعة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,67.22
665,26535,ثانوية المعرفة الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,67.2
666,126041,ثانوية الإنجاز الأهلية بالهجرة,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,67.19
669,29861,مجمع شباب الفهد التعليمي الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,67.15
674,53844,ثانوية الملك عبدالعزيز الأهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,67.14
685,16248,ثانوية فرسان الجزيرة الأهلية - عام,الخرج,Riyadh,Domestic,تعليم عام بنين,66.97
689,32833,الفيصلية الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,66.88
