General Rank,Ministerial Number,School Name,City,Region,School Type,Category,Average
466,26503,ثانوية ابن الصلاح الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,66.31
467,57557,مدارس أكاديمية الكفاح الأهلية للتعليم – الثانوية (بنين),الأحساء,AlSharquia,Domestic,تعليم عام بنين,66.28
473,11219,ثانوية جرير الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,66.23
483,32846,أهلية البيان الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,66.13
484,11494,ثانوية الرواد الأهلية - المنصورة,الرياض,Riyadh,Domestic,تعليم عام بنين,66.12
491,265051,ثانوية الأندلس مقررات الأهلية,مكة المكرمة,Makkah,Domestic,مقررات,66.02
498,11208,ثانوية الإمام الشافعي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,65.81
508,57692,ثانوية جواثا الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,65.66
513,40870,مدارس القلعة الحجازية الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,65.6
519,73934,ثانوية الفضيلة الأهلية,حائل,Hail,Domestic,تعليم عام بنين,65.55
523,32879,جيل الفيصل الثانوية ( فرع الجامعة ) الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,65.53
535,11189,ثانوية التضامن الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,65.35
536,12084,ثانوية الجودة الأهلية ـ نظام المقررات,الرياض,Riyadh,Domestic,مقررات,65.33
541,40597,مدارس الريان الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,65.28
559,11210,ثانوية البيان الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,65.06
581,11414,ثانوية المملكة الأهلية,الرياض,Riyadh,Domestic,مقررات,64.68
582,11201,ثانوية السعودية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,64.66
590,110042,ثانوية الابتكارية الأهلية - نظام المقررات,الرياض,Riyadh,Domestic,مقررات,64.54
594,12080,ثانوية المتقدمة الأهلية - الشهداء,الرياض,Riyadh,Domestic,تعليم عام بنين,64.48
605,32839,الأنجال الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,64.38
610,110793,ثانوية الابتكارية الأهلية -أشبيليا,الرياض,Riyadh,Domestic,تعليم عام بنين,64.28
615,60309,المحافظه الأهلية الثانوية,حفر الباطن,AlSharquia,Domestic,تعليم عام بنين,64.23
644,54194,ثانوية ربوة الشرقية الأهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,63.9
647,76621,رياض الصالحين الأهلية الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,63.85
649,26513,ثانوية شعاع المعرفة الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,63.84
682,32921,الرحاب الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,63.51
689,11714,ثانوية القبس الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,63.46
692,11203,ثانوية النخبة الأهلية - المصيف,الرياض,Riyadh,Domestic,تعليم عام بنين,63.42
693,12087,ثانوية رواد التربية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,63.41
704,32849,الحجاز الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,63.36
708,29771,الشافي الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,63.31
715,21409,ثانوية الوسام الأهلية,القويعية,Riyadh,Domestic,تعليم عام بنين,63.2
723,76669,عثمان بن عفان الأهلية الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,63.08
727,11704,ثانوية الفكر الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,62.99
745,113692,ثانوية معالم التربية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,62.81
752,53842,ثانوية الخبر النموذجية الاهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,62.77
753,11539,ثانوية الوسط الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,62.77
755,32922,انجال الصفوة الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,62.74
757,61538,ثانوية المناهل الأهلية بأبها,أبها,Asser,Domestic,تعليم عام بنين,62.73
759,113851,ثانوية المطورون الأهلية,-,Riyadh,Domestic,تعليم عام بنين,62.73
769,76771,مدارس منارات تبوك الأهلية للمرحلة الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,62.63
771,32843,الرضوان الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,62.62
774,32851,الضياء الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,62.58
787,111889,ثانوية شروق المعرفة النموذجية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,62.41
792,11416,ثانوية الفتح الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,62.38
803,26618,ثانوية الإبداع الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,62.35
804,11214,ثانوية عهد الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,62.34
818,11594,ثانوية رياض التربية الحديثة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,62.19
822,76519,تبوك النموذجية الاهلية  الثانوية,تبوك,Tabuk,Domestic,تعليم عام بنين,62.15
825,157385,ثانوية الأحساء النموذجية الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,62.11
834,11563,ثانوية السمو الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,61.99
836,11389,ثانوية علوم الرياض الأهلية - الصحافة,الرياض,Riyadh,Domestic,تعليم عام بنين,61.96
838,11186,ثانوية شبه الجزيرة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,61.93
847,54204,ثانوية اليرموك الاهلية,الظهران,AlSharquia,Domestic,تعليم عام بنين,61.87
848,47543,ثانوية منارات القصيم,بريدة,Qassim,Domestic,تعليم عام بنين,61.86
850,11540,ثانوية آفاق المنصورة الأهلية,الرياض,Riyadh,Domestic,,61.81
852,16248,ثانوية فرسان الجزيرة الأهلية - عام,الخرج,Riyadh,Domestic,تعليم عام بنين,61.79
859,12228,ثانوية التميز التربوي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,61.72
870,53855,ثانوية الخط الاهلية,القطيف,AlSharquia,Domestic,تعليم عام بنين,61.64
872,54172,ثانوية بشائر الجزيرة الاهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,61.6
882,54261,ثانوية نخبة الأجيال الأهلية,الجبيل,AlSharquia,Domestic,تعليم عام بنين,61.48
889,26535,ثانوية المعرفة الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,61.41
893,32828,أنجال العقيق الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,61.36
898,11493,ثانوية المعالي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,61.34
916,84352,العمرية الأهلية - الثانوية,سكاكا,Gouf,Domestic,تعليم عام بنين,61.2
930,11471,ثانوية آفاق العزيزية الأهلية,الرياض,Riyadh,Domestic,,61.1
935,29800,الجيل الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,61.08
936,11294,ثانوية الرشد الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,61.06
945,53844,ثانوية الملك عبدالعزيز الأهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,60.99
948,11684,ثانوية الرقي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,60.97
964,61721,ثانوية رياض الخميس الأهلية,خميس مشيط,Asser,Domestic,تعليم عام بنين,60.81
967,161045,مدارس التميز الابداعي الثانوية,خميس مشيط,Asser,Domestic,تعليم عام بنين,60.79
968,11216,ثانوية آفاق البديعة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,60.77
969,86230,ثانوية السلام الأهلية,-,Gouf,Domestic,تعليم عام بنين,60.75
970,40834,مدارس العقيق الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,60.74
981,132195,الفيصلية الثانوية الاهلية فرع الفلاح,جدة,Makkah,Domestic,تعليم عام بنين,60.67
989,11190,ثانوية الجيل الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,60.6
1000,11557,ثانوية البيارق الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,60.52
1001,11415,ثانوية الأندلس الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,60.52
1003,26583,ثانوية الأنجال الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,60.47
1004,26738,ثانوية الفرسان المكية الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,60.46
1018,29941,الخليل بن أحمد الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,60.33
1020,11217,ثانوية الشمس الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,60.31
1035,32833,الفيصلية الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,60.16
1040,146037,الحديثة الثانوية  المقررات,ينبع,Madina,Domestic,مقررات,60.12
1041,53846,ثانوية الشرق الاهلية,الخفجي,AlSharquia,Domestic,تعليم عام بنين,60.1
1045,110554,ثانوية آفاق السويدي الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,60.07
1052,86235,ثانوية مجد العلوم الاهلية,القريات,Gouf,Domestic,تعليم عام بنين,59.96
1058,60351,منار السبيل الأهلية الثانوية,حفر الباطن,AlSharquia,Domestic,تعليم عام بنين,59.91
1066,11180,ثانوية الأقصى الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,59.85
1067,76750,أملج الأهلية الثانوية,أملج,Tabuk,Domestic,تعليم عام بنين,59.83
1072,32824,المعهد العربي السعودي الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,59.8
1077,47868,ثانوية الرواد-بالبدائع,البدائع,Qassim,Domestic,تعليم عام بنين,59.73
1083,47638,ثانوية الرواد الأهلية,بريدة,Qassim,Domestic,تعليم عام بنين,59.66
1088,26584,ثانوية الفرقان بالحمراء الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,59.64
1090,40594,مدارس القصواء الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,59.64
1094,26548,ثانوية الفضل الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,59.6
1096,86190,ثانوية القريات الأهلية,القريات,Gouf,Domestic,تعليم عام بنين,59.59
1098,54228,ثانوية رواد السلام الأهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,59.56
1103,10739,ثانوية دار الصفوة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,59.5
1107,111934,ثانوية العاصمة الأهلية,-,Riyadh,Domestic,تعليم عام بنين,59.47
1109,11197,ثانوية المواهب الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,59.46
1112,40774,مدارس الأوس الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,59.4
1122,32838,المشرق الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,59.3
1124,162211,مدارس الذكر النموذجية الاهلية الثانوية,خميس مشيط,Asser,Domestic,تعليم عام بنين,59.3
1137,61539,ثانوية ابها الأهلية,أبها,Asser,Domestic,تعليم عام بنين,59.19
1140,17346,ثانوية الدوادمي الاهلية,الدوادمي,Riyadh,Domestic,تعليم عام بنين,59.15
1143,110038,ثانوية أجيال الحضارة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,59.12
1148,11413,ثانوية الامتياز الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,59.1
1162,16264,ثانوية النخبة الأهلية,الخرج,Riyadh,Domestic,تعليم عام بنين,58.99
1166,11296,ثانوية العبير الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,58.95
1168,26755,ثانوية العلم النافع الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,58.95
1174,83326,ثانوية رياض الفكر الأهلية بعرعر,عرعر,Northern borders,Domestic,تعليم عام بنين,58.91
1177,57728,ثانوية رؤية المستقبل الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,58.88
1181,73608,ثانوية النموذجية الأهلية,حائل,Hail,Domestic,تعليم عام بنين,58.85
1188,84257,الرحمانية الأهلية - الثانوية,سكاكا,Gouf,Domestic,تعليم عام بنين,58.81
1193,83332,ثانوية واحة المعرفة الأهلية,عرعر,Northern borders,Domestic,تعليم عام بنين,58.79
1202,93547,دار الأحفاد الأهلية الثانوية,نجران,Najran,Domestic,تعليم عام بنين,58.71
1204,57686,ثانوية النخبة النموذجية الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,58.7
1206,53851,ثانوية المباركية الاهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,58.68
1210,57739,ثانوية ديوان النهضة الأهلية,-,AlSharquia,Domestic,تعليم عام بنين,58.64
1219,11616,ثانوية الهدى الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,58.54
1221,187053,ثانوية منارات المجد الأهلية,جازان,Jazan,Domestic,تعليم عام بنين,58.53
1236,30255,عرين العلم الأهلية الثانوية,الخرمة,Makkah,Domestic,تعليم عام بنين,58.42
1241,11211,ثانوية السنابل الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,58.4
1247,32848,الإخلاص الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,58.37
1250,53849,ثانوية التطوير الأهلية,الدمام,AlSharquia,Domestic,تعليم عام بنين,58.35
1255,133263,الشبل الثانوية الأهلية / فرع الصالحية,جدة,Makkah,Domestic,تعليم عام بنين,58.32
1258,54237,ثانوية الناصرية الاهلية,بقيق,AlSharquia,Domestic,تعليم عام بنين,58.32
1259,57725,ثانوية ديوان المعارف  الأهلية,الأحساء,AlSharquia,Domestic,تعليم عام بنين,58.32
1260,79971,ثانوية دار الفيصل الاهلية,الباحة,Baha,Domestic,تعليم عام بنين,58.31
1262,61845,ثانوية رواد أبها,أبها,Asser,Domestic,تعليم عام بنين,58.28
1267,11461,ثانوية المنهاج الأهلية,الرياض,Riyadh,Domestic,مقررات,58.22
1271,54142,ثانوية الاوائل الاهلية,جسر الملك فهد,AlSharquia,Domestic,تعليم عام بنين,58.2
1272,53850,ثانوية الاهلية الحديثة,الدمام,AlSharquia,Domestic,تعليم عام بنين,58.19
1277,32877,روضة جدة الثانوية الاهلية,جدة,Makkah,Domestic,تعليم عام بنين,58.14
1290,32837,المنهل الثقافي الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,58.01
1291,40563,مدارس دار الهجرة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,Domestic,تعليم عام بنين,58
1293,61790,ثانوية شروق المعرفة الأهلية,أبها,Asser,Domestic,تعليم عام بنين,57.99
1295,12263,ثانوية الثغر النموذجية الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,57.98
1297,61503,ثانوية مناهل الجامعة الأهلية بالخميس,خميس مشيط,Asser,Domestic,تعليم عام بنين,57.94
1301,32963,السلامة الثانوية الأهلية,جدة,Makkah,Domestic,تعليم عام بنين,57.9
1302,30254,صفوة الفرسان الأهلية الثانوية,الطائف,Makkah,Domestic,تعليم عام بنين,57.89
1306,53970,ثانوية مناهل الجزيرة الاهلية,الخبر,AlSharquia,Domestic,تعليم عام بنين,57.83
1312,11495,ثانوية الصحافة الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,57.78
1320,26607,ثانوية البشرى بالزاهر الأهلية,مكة المكرمة,Makkah,Domestic,تعليم عام بنين,57.72
1326,186461,ثانوية نبراس القريات الاهلية,القريات,Gouf,Domestic,تعليم عام بنين,57.66
1332,11419,ثانوية رواد الأمراء الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,57.61
1341,11297,ثانوية المشاعل الأهلية,الرياض,Riyadh,Domestic,تعليم عام بنين,57.56
